District,Year,Crime_Type,Total,Source
Fatehpur,2021,Crimes Against SCs,190,NCRB
Firozabad,2021,Crimes Against SCs,178,NCRB
Gautambudh Nagar,2021,Crimes Against SCs,56,NCRB
Ghaziabad,2021,Crimes Against SCs,80,NCRB
Ghazipur,2021,Crimes Against SCs,195,NCRB
Gonda,2021,Crimes Against SCs,200,NCRB
Gorakhpur,2021,Crimes Against SCs,286,NCRB
Hamirpur,2021,Crimes Against SCs,145,NCRB
Hapur,2021,Crimes Against SCs,76,NCRB
Hardoi,2021,Crimes Against SCs,59,NCRB
Hathras,2021,Crimes Against SCs,95,NCRB
Jalaun,2021,Crimes Against SCs,94,NCRB
Jaunpur,2021,Crimes Against SCs,253,NCRB
Jhansi,2021,Crimes Against SCs,230,NCRB
Kannauj,2021,Crimes Against SCs,168,NCRB
Kanpur Dehat,2021,Crimes Against SCs,236,NCRB
Kanpur Commissionarate,2021,Crimes Against SCs,165,NCRB
Kasganj,2021,Crimes Against SCs,97,NCRB
Kaushambi,2021,Crimes Against SCs,129,NCRB
Khiri,2021,Crimes Against SCs,446,NCRB
Kushi Nagar,2021,Crimes Against SCs,199,NCRB
Lalitpur,2021,Crimes Against SCs,144,NCRB
Lucknow Commissionarate,2021,Crimes Against SCs,268,NCRB
Maharajganj,2021,Crimes Against SCs,108,NCRB
Mahoba,2021,Crimes Against SCs,140,NCRB
Mainpuri,2021,Crimes Against SCs,154,NCRB
Mathura,2021,Crimes Against SCs,193,NCRB
Mau,2021,Crimes Against SCs,98,NCRB
Meerut,2021,Crimes Against SCs,182,NCRB
Mirzapur,2021,Crimes Against SCs,104,NCRB
Moradabad,2021,Crimes Against SCs,116,NCRB
Muzaffarnagar,2021,Crimes Against SCs,76,NCRB
Pilibhit,2021,Crimes Against SCs,133,NCRB
Pratapgarh,2021,Crimes Against SCs,408,NCRB
Raibareilly,2021,Crimes Against SCs,282,NCRB
Rampur,2021,Crimes Against SCs,73,NCRB
Saharanpur,2021,Crimes Against SCs,143,NCRB
Sambhal,2021,Crimes Against SCs,66,NCRB
Sant Kabirnagar,2021,Crimes Against SCs,165,NCRB
Shahjahanpur,2021,Crimes Against SCs,313,NCRB
Shamli,2021,Crimes Against SCs,24,NCRB
Shrawasti,2021,Crimes Against SCs,107,NCRB
Sidharthnagar,2021,Crimes Against SCs,73,NCRB
Sitapur,2021,Crimes Against SCs,393,NCRB
Sonbhadra,2021,Crimes Against SCs,117,NCRB
Bhadohi,2021,Crimes Against SCs,10,NCRB
Sultanpur,2021,Crimes Against SCs,333,NCRB
Unnao,2021,Crimes Against SCs,360,NCRB
Varanasi Commissionarate,2021,Crimes Against SCs,92,NCRB
Lucknow Grameen,2021,Crimes Against SCs,8,NCRB
Kanpur Outer,2021,Crimes Against SCs,167,NCRB
Vasanasi Dehat,2021,Crimes Against SCs,90,NCRB
Agra,2021,Crimes Against STs,0,NCRB
Aligarh,2021,Crimes Against STs,0,NCRB
Prayagraj,2021,Crimes Against STs,0,NCRB
Ambedkar Nagar,2021,Crimes Against STs,0,NCRB
Amethi,2021,Crimes Against STs,0,NCRB
Amroha,2021,Crimes Against STs,0,NCRB
Auraiya,2021,Crimes Against STs,0,NCRB
Azamgarh,2021,Crimes Against STs,4,NCRB
Badaun,2021,Crimes Against STs,0,NCRB
Baghpat,2021,Crimes Against STs,0,NCRB
Bahraich,2021,Crimes Against STs,0,NCRB
Ballia,2021,Crimes Against STs,0,NCRB
Balrampur,2021,Crimes Against STs,0,NCRB
Banda,2021,Crimes Against STs,0,NCRB
Barabanki,2021,Crimes Against STs,0,NCRB
Bareilly,2021,Crimes Against STs,0,NCRB
Basti,2021,Crimes Against STs,0,NCRB
Bijnor,2021,Crimes Against STs,0,NCRB
Bulandshahar,2021,Crimes Against STs,0,NCRB
Chandoli,2021,Crimes Against STs,0,NCRB
Chitrakoot,2021,Crimes Against STs,0,NCRB
Deoria,2021,Crimes Against STs,0,NCRB
Etah,2021,Crimes Against STs,0,NCRB
Etawah,2021,Crimes Against STs,0,NCRB
Ayodhya,2021,Crimes Against STs,0,NCRB
Fatehgarh,2021,Crimes Against STs,0,NCRB
Fatehpur,2021,Crimes Against STs,0,NCRB
Firozabad,2021,Crimes Against STs,0,NCRB
Gautambudh Nagar,2021,Crimes Against STs,0,NCRB
Ghaziabad,2021,Crimes Against STs,0,NCRB
Ghazipur,2021,Crimes Against STs,0,NCRB
Gonda,2021,Crimes Against STs,0,NCRB
Gorakhpur,2021,Crimes Against STs,0,NCRB
Hamirpur,2021,Crimes Against STs,0,NCRB
Hapur,2021,Crimes Against STs,0,NCRB
Hardoi,2021,Crimes Against STs,0,NCRB
Hathras,2021,Crimes Against STs,0,NCRB
Jalaun,2021,Crimes Against STs,0,NCRB
Jaunpur,2021,Crimes Against STs,0,NCRB
Jhansi,2021,Crimes Against STs,0,NCRB
Kannauj,2021,Crimes Against STs,0,NCRB
Kanpur Dehat,2021,Crimes Against STs,0,NCRB
Kanpur Commissionarate,2021,Crimes Against STs,0,NCRB
Kasganj,2021,Crimes Against STs,0,NCRB
Kaushambi,2021,Crimes Against STs,0,NCRB
Khiri,2021,Crimes Against STs,0,NCRB
Kushi Nagar,2021,Crimes Against STs,0,NCRB
Lalitpur,2021,Crimes Against STs,0,NCRB
Lucknow Commissionarate,2021,Crimes Against STs,0,NCRB
Maharajganj,2021,Crimes Against STs,0,NCRB
Mahoba,2021,Crimes Against STs,0,NCRB
Mainpuri,2021,Crimes Against STs,0,NCRB
Mathura,2021,Crimes Against STs,0,NCRB
Mau,2021,Crimes Against STs,0,NCRB
Meerut,2021,Crimes Against STs,0,NCRB
Mirzapur,2021,Crimes Against STs,0,NCRB
Moradabad,2021,Crimes Against STs,0,NCRB
Muzaffarnagar,2021,Crimes Against STs,0,NCRB
Pilibhit,2021,Crimes Against STs,0,NCRB
Pratapgarh,2021,Crimes Against STs,0,NCRB
Raibareilly,2021,Crimes Against STs,0,NCRB
Rampur,2021,Crimes Against STs,0,NCRB
Saharanpur,2021,Crimes Against STs,0,NCRB
Sambhal,2021,Crimes Against STs,0,NCRB
Sant Kabirnagar,2021,Crimes Against STs,0,NCRB
Shahjahanpur,2021,Crimes Against STs,0,NCRB
Shamli,2021,Crimes Against STs,0,NCRB
Shrawasti,2021,Crimes Against STs,0,NCRB
Sidharthnagar,2021,Crimes Against STs,0,NCRB
Sitapur,2021,Crimes Against STs,0,NCRB
Sonbhadra,2021,Crimes Against STs,0,NCRB
Bhadohi,2021,Crimes Against STs,0,NCRB
Sultanpur,2021,Crimes Against STs,0,NCRB
Unnao,2021,Crimes Against STs,0,NCRB
Varanasi Commissionarate,2021,Crimes Against STs,0,NCRB
Lucknow Grameen,2021,Crimes Against STs,0,NCRB
Kanpur Outer,2021,Crimes Against STs,0,NCRB
Vasanasi Dehat,2021,Crimes Against STs,0,NCRB
Agra,2021,Juvenile IPC,0,NCRB
Aligarh,2021,Juvenile IPC,0,NCRB
Prayagraj,2021,Juvenile IPC,49,NCRB
Ambedkar Nagar,2021,Juvenile IPC,0,NCRB
Amethi,2021,Juvenile IPC,0,NCRB
Amroha,2021,Juvenile IPC,0,NCRB
Auraiya,2021,Juvenile IPC,27,NCRB
Azamgarh,2021,Juvenile IPC,0,NCRB
Badaun,2021,Juvenile IPC,11,NCRB
Baghpat,2021,Juvenile IPC,0,NCRB
Bahraich,2021,Juvenile IPC,0,NCRB
Ballia,2021,Juvenile IPC,0,NCRB
Balrampur,2021,Juvenile IPC,4,NCRB
Banda,2021,Juvenile IPC,8,NCRB
Barabanki,2021,Juvenile IPC,86,NCRB
Bareilly,2021,Juvenile IPC,0,NCRB
Basti,2021,Juvenile IPC,1,NCRB
Bijnor,2021,Juvenile IPC,0,NCRB
Bulandshahar,2021,Juvenile IPC,58,NCRB
Chandoli,2021,Juvenile IPC,24,NCRB
Chitrakoot,2021,Juvenile IPC,0,NCRB
Deoria,2021,Juvenile IPC,0,NCRB
Etah,2021,Juvenile IPC,0,NCRB
Etawah,2021,Juvenile IPC,94,NCRB
Ayodhya,2021,Juvenile IPC,3,NCRB
Fatehgarh,2021,Juvenile IPC,0,NCRB
Fatehpur,2021,Juvenile IPC,40,NCRB
Firozabad,2021,Juvenile IPC,53,NCRB
Gautambudh Nagar,2021,Juvenile IPC,4,NCRB
Ghaziabad,2021,Juvenile IPC,0,NCRB
Ghazipur,2021,Juvenile IPC,96,NCRB
Gonda,2021,Juvenile IPC,0,NCRB
Gorakhpur,2021,Juvenile IPC,0,NCRB
Hamirpur,2021,Juvenile IPC,11,NCRB
Hapur,2021,Juvenile IPC,31,NCRB
Hardoi,2021,Juvenile IPC,0,NCRB
Hathras,2021,Juvenile IPC,0,NCRB
Jalaun,2021,Juvenile IPC,8,NCRB
Jaunpur,2021,Juvenile IPC,11,NCRB
Jhansi,2021,Juvenile IPC,0,NCRB
Kannauj,2021,Juvenile IPC,0,NCRB
Kanpur Dehat,2021,Juvenile IPC,9,NCRB
Kanpur Commissionarate,2021,Juvenile IPC,12,NCRB
Kasganj,2021,Juvenile IPC,0,NCRB
Kaushambi,2021,Juvenile IPC,0,NCRB
Khiri,2021,Juvenile IPC,0,NCRB
Kushi Nagar,2021,Juvenile IPC,78,NCRB
Lalitpur,2021,Juvenile IPC,0,NCRB
Lucknow Commissionarate,2021,Juvenile IPC,66,NCRB
Maharajganj,2021,Juvenile IPC,10,NCRB
Mahoba,2021,Juvenile IPC,9,NCRB
Mainpuri,2021,Juvenile IPC,0,NCRB
Mathura,2021,Juvenile IPC,0,NCRB
Mau,2021,Juvenile IPC,0,NCRB
Meerut,2021,Juvenile IPC,0,NCRB
Mirzapur,2021,Juvenile IPC,16,NCRB
Moradabad,2021,Juvenile IPC,24,NCRB
Muzaffarnagar,2021,Juvenile IPC,34,NCRB
Pilibhit,2021,Juvenile IPC,0,NCRB
Pratapgarh,2021,Juvenile IPC,0,NCRB
Raibareilly,2021,Juvenile IPC,0,NCRB
Rampur,2021,Juvenile IPC,14,NCRB
Saharanpur,2021,Juvenile IPC,11,NCRB
Sambhal,2021,Juvenile IPC,0,NCRB
Sant Kabirnagar,2021,Juvenile IPC,0,NCRB
Shahjahanpur,2021,Juvenile IPC,0,NCRB
Shamli,2021,Juvenile IPC,13,NCRB
Shrawasti,2021,Juvenile IPC,2,NCRB
Sidharthnagar,2021,Juvenile IPC,0,NCRB
Sitapur,2021,Juvenile IPC,0,NCRB
Sonbhadra,2021,Juvenile IPC,0,NCRB
Bhadohi,2021,Juvenile IPC,0,NCRB
Sultanpur,2021,Juvenile IPC,17,NCRB
Unnao,2021,Juvenile IPC,48,NCRB
Varanasi Commissionarate,2021,Juvenile IPC,38,NCRB
Lucknow Grameen,2021,Juvenile IPC,0,NCRB
Kanpur Outer,2021,Juvenile IPC,2,NCRB
Vasanasi Dehat,2021,Juvenile IPC,32,NCRB
Agra,2021,Juvenile SLL,0,NCRB
Aligarh,2021,Juvenile SLL,0,NCRB
Prayagraj,2021,Juvenile SLL,15,NCRB
Ambedkar Nagar,2021,Juvenile SLL,0,NCRB
Amethi,2021,Juvenile SLL,0,NCRB
Amroha,2021,Juvenile SLL,0,NCRB
Auraiya,2021,Juvenile SLL,5,NCRB
Azamgarh,2021,Juvenile SLL,0,NCRB
Badaun,2021,Juvenile SLL,5,NCRB
Baghpat,2021,Juvenile SLL,0,NCRB
Bahraich,2021,Juvenile SLL,0,NCRB
Ballia,2021,Juvenile SLL,0,NCRB
Balrampur,2021,Juvenile SLL,10,NCRB
Banda,2021,Juvenile SLL,9,NCRB
Barabanki,2021,Juvenile SLL,19,NCRB
Bareilly,2021,Juvenile SLL,0,NCRB
Basti,2021,Juvenile SLL,0,NCRB
Bijnor,2021,Juvenile SLL,0,NCRB
Bulandshahar,2021,Juvenile SLL,39,NCRB
Chandoli,2021,Juvenile SLL,13,NCRB
Chitrakoot,2021,Juvenile SLL,0,NCRB
Deoria,2021,Juvenile SLL,0,NCRB
Etah,2021,Juvenile SLL,0,NCRB
Etawah,2021,Juvenile SLL,12,NCRB
Ayodhya,2021,Juvenile SLL,2,NCRB
Fatehgarh,2021,Juvenile SLL,0,NCRB
Fatehpur,2021,Juvenile SLL,19,NCRB
Firozabad,2021,Juvenile SLL,3,NCRB
Gautambudh Nagar,2021,Juvenile SLL,0,NCRB
Ghaziabad,2021,Juvenile SLL,0,NCRB
Ghazipur,2021,Juvenile SLL,18,NCRB
Gonda,2021,Juvenile SLL,0,NCRB
Gorakhpur,2021,Juvenile SLL,0,NCRB
Hamirpur,2021,Juvenile SLL,4,NCRB
Hapur,2021,Juvenile SLL,2,NCRB
Hardoi,2021,Juvenile SLL,0,NCRB
Hathras,2021,Juvenile SLL,0,NCRB
Jalaun,2021,Juvenile SLL,2,NCRB
Jaunpur,2021,Juvenile SLL,4,NCRB
Jhansi,2021,Juvenile SLL,0,NCRB
Kannauj,2021,Juvenile SLL,0,NCRB
Kanpur Dehat,2021,Juvenile SLL,2,NCRB
Kanpur Commissionarate,2021,Juvenile SLL,0,NCRB
Kasganj,2021,Juvenile SLL,0,NCRB
Kaushambi,2021,Juvenile SLL,0,NCRB
Khiri,2021,Juvenile SLL,0,NCRB
Kushi Nagar,2021,Juvenile SLL,0,NCRB
Lalitpur,2021,Juvenile SLL,0,NCRB
Lucknow Commissionarate,2021,Juvenile SLL,24,NCRB
Maharajganj,2021,Juvenile SLL,8,NCRB
Mahoba,2021,Juvenile SLL,0,NCRB
Mainpuri,2021,Juvenile SLL,0,NCRB
Mathura,2021,Juvenile SLL,0,NCRB
Mau,2021,Juvenile SLL,0,NCRB
Meerut,2021,Juvenile SLL,0,NCRB
Mirzapur,2021,Juvenile SLL,8,NCRB
Moradabad,2021,Juvenile SLL,0,NCRB
Muzaffarnagar,2021,Juvenile SLL,21,NCRB
Pilibhit,2021,Juvenile SLL,0,NCRB
Pratapgarh,2021,Juvenile SLL,0,NCRB
Raibareilly,2021,Juvenile SLL,0,NCRB
Rampur,2021,Juvenile SLL,1,NCRB
Saharanpur,2021,Juvenile SLL,11,NCRB
Sambhal,2021,Juvenile SLL,0,NCRB
Sant Kabirnagar,2021,Juvenile SLL,0,NCRB
Shahjahanpur,2021,Juvenile SLL,0,NCRB
Shamli,2021,Juvenile SLL,6,NCRB
Shrawasti,2021,Juvenile SLL,2,NCRB
Sidharthnagar,2021,Juvenile SLL,0,NCRB
Sitapur,2021,Juvenile SLL,0,NCRB
Sonbhadra,2021,Juvenile SLL,0,NCRB
Bhadohi,2021,Juvenile SLL,0,NCRB
Sultanpur,2021,Juvenile SLL,5,NCRB
Unnao,2021,Juvenile SLL,0,NCRB
Varanasi Commissionarate,2021,Juvenile SLL,0,NCRB
Lucknow Grameen,2021,Juvenile SLL,0,NCRB
Kanpur Outer,2021,Juvenile SLL,0,NCRB
Vasanasi Dehat,2021,Juvenile SLL,0,NCRB
Agra,2021,Cyber Crimes,127,NCRB
Aligarh,2021,Cyber Crimes,196,NCRB
Prayagraj,2021,Cyber Crimes,1073,NCRB
Ambedkar Nagar,2021,Cyber Crimes,34,NCRB
Amethi,2021,Cyber Crimes,53,NCRB
Amroha,2021,Cyber Crimes,31,NCRB
Auraiya,2021,Cyber Crimes,34,NCRB
Azamgarh,2021,Cyber Crimes,63,NCRB
Badaun,2021,Cyber Crimes,36,NCRB
Baghpat,2021,Cyber Crimes,92,NCRB
Bahraich,2021,Cyber Crimes,56,NCRB
Ballia,2021,Cyber Crimes,50,NCRB
Balrampur,2021,Cyber Crimes,13,NCRB
Banda,2021,Cyber Crimes,33,NCRB
Barabanki,2021,Cyber Crimes,31,NCRB
Bareilly,2021,Cyber Crimes,147,NCRB
Basti,2021,Cyber Crimes,48,NCRB
Bijnor,2021,Cyber Crimes,86,NCRB
Bulandshahar,2021,Cyber Crimes,489,NCRB
Chandoli,2021,Cyber Crimes,28,NCRB
Chitrakoot,2021,Cyber Crimes,34,NCRB
Deoria,2021,Cyber Crimes,54,NCRB
Etah,2021,Cyber Crimes,130,NCRB
Etawah,2021,Cyber Crimes,26,NCRB
Ayodhya,2021,Cyber Crimes,31,NCRB
Fatehgarh,2021,Cyber Crimes,0,NCRB
Fatehpur,2021,Cyber Crimes,60,NCRB
Firozabad,2021,Cyber Crimes,55,NCRB
Gautambudh Nagar,2021,Cyber Crimes,699,NCRB
Ghaziabad,2021,Cyber Crimes,558,NCRB
Ghazipur,2021,Cyber Crimes,73,NCRB
Gonda,2021,Cyber Crimes,43,NCRB
Gorakhpur,2021,Cyber Crimes,169,NCRB
Hamirpur,2021,Cyber Crimes,23,NCRB
Hapur,2021,Cyber Crimes,67,NCRB
Hardoi,2021,Cyber Crimes,65,NCRB
Hathras,2021,Cyber Crimes,28,NCRB
Jalaun,2021,Cyber Crimes,41,NCRB
Jaunpur,2021,Cyber Crimes,77,NCRB
Jhansi,2021,Cyber Crimes,64,NCRB
Kannauj,2021,Cyber Crimes,0,NCRB
Kanpur Dehat,2021,Cyber Crimes,81,NCRB
Kanpur Commissionarate,2021,Cyber Crimes,449,NCRB
Kasganj,2021,Cyber Crimes,26,NCRB
Kaushambi,2021,Cyber Crimes,39,NCRB
Khiri,2021,Cyber Crimes,48,NCRB
Kushi Nagar,2021,Cyber Crimes,87,NCRB
Lalitpur,2021,Cyber Crimes,20,NCRB
Lucknow Commissionarate,2021,Cyber Crimes,1067,NCRB
Maharajganj,2021,Cyber Crimes,49,NCRB
Mahoba,2021,Cyber Crimes,12,NCRB
Mainpuri,2021,Cyber Crimes,24,NCRB
Mathura,2021,Cyber Crimes,151,NCRB
Mau,2021,Cyber Crimes,102,NCRB
Meerut,2021,Cyber Crimes,153,NCRB
Mirzapur,2021,Cyber Crimes,31,NCRB
Moradabad,2021,Cyber Crimes,102,NCRB
Muzaffarnagar,2021,Cyber Crimes,64,NCRB
Pilibhit,2021,Cyber Crimes,40,NCRB
Pratapgarh,2021,Cyber Crimes,81,NCRB
Raibareilly,2021,Cyber Crimes,91,NCRB
Rampur,2021,Cyber Crimes,13,NCRB
Saharanpur,2021,Cyber Crimes,59,NCRB
Sambhal,2021,Cyber Crimes,41,NCRB
Sant Kabirnagar,2021,Cyber Crimes,41,NCRB
Shahjahanpur,2021,Cyber Crimes,42,NCRB
Shamli,2021,Cyber Crimes,77,NCRB
Shrawasti,2021,Cyber Crimes,15,NCRB
Sidharthnagar,2021,Cyber Crimes,23,NCRB
Sitapur,2021,Cyber Crimes,27,NCRB
Sonbhadra,2021,Cyber Crimes,28,NCRB
Bhadohi,2021,Cyber Crimes,39,NCRB
Sultanpur,2021,Cyber Crimes,93,NCRB
Unnao,2021,Cyber Crimes,67,NCRB
Varanasi Commissionarate,2021,Cyber Crimes,420,NCRB
Lucknow Grameen,2021,Cyber Crimes,17,NCRB
Kanpur Outer,2021,Cyber Crimes,34,NCRB
Vasanasi Dehat,2021,Cyber Crimes,59,NCRB
Agra,2021,Missing Persons,672,NCRB
Aligarh,2021,Missing Persons,178,NCRB
Prayagraj,2021,Missing Persons,360,NCRB
Ambedkar Nagar,2021,Missing Persons,89,NCRB
Amethi,2021,Missing Persons,60,NCRB
Amroha,2021,Missing Persons,43,NCRB
Auraiya,2021,Missing Persons,40,NCRB
Azamgarh,2021,Missing Persons,406,NCRB
Badaun,2021,Missing Persons,136,NCRB
Baghpat,2021,Missing Persons,163,NCRB
Bahraich,2021,Missing Persons,0,NCRB
Ballia,2021,Missing Persons,173,NCRB
Balrampur,2021,Missing Persons,190,NCRB
Banda,2021,Missing Persons,132,NCRB
Barabanki,2021,Missing Persons,145,NCRB
Bareilly,2021,Missing Persons,167,NCRB
Basti,2021,Missing Persons,132,NCRB
Bijnor,2021,Missing Persons,209,NCRB
Bulandshahar,2021,Missing Persons,144,NCRB
Chandoli,2021,Missing Persons,121,NCRB
Chitrakoot,2021,Missing Persons,0,NCRB
Deoria,2021,Missing Persons,0,NCRB
Etah,2021,Missing Persons,73,NCRB
Etawah,2021,Missing Persons,147,NCRB
Ayodhya,2021,Missing Persons,109,NCRB
Fatehgarh,2021,Missing Persons,62,NCRB
Fatehpur,2021,Missing Persons,259,NCRB
Firozabad,2021,Missing Persons,78,NCRB
Gautambudh Nagar,2021,Missing Persons,1077,NCRB
Ghaziabad,2021,Missing Persons,442,NCRB
Ghazipur,2021,Missing Persons,26,NCRB
Gonda,2021,Missing Persons,111,NCRB
Gorakhpur,2021,Missing Persons,0,NCRB
Hamirpur,2021,Missing Persons,118,NCRB
Hapur,2021,Missing Persons,77,NCRB
Hardoi,2021,Missing Persons,68,NCRB
Hathras,2021,Missing Persons,71,NCRB
Jalaun,2021,Missing Persons,107,NCRB
Jaunpur,2021,Missing Persons,87,NCRB
Jhansi,2021,Missing Persons,74,NCRB
Kannauj,2021,Missing Persons,119,NCRB
Kanpur Dehat,2021,Missing Persons,57,NCRB
Kanpur Commissionarate,2021,Missing Persons,350,NCRB
Kasganj,2021,Missing Persons,86,NCRB
Kaushambi,2021,Missing Persons,0,NCRB
Khiri,2021,Missing Persons,81,NCRB
Kushi Nagar,2021,Missing Persons,31,NCRB
Lalitpur,2021,Missing Persons,74,NCRB
Lucknow Commissionarate,2021,Missing Persons,0,NCRB
Maharajganj,2021,Missing Persons,34,NCRB
Mahoba,2021,Missing Persons,17,NCRB
Mainpuri,2021,Missing Persons,68,NCRB
Mathura,2021,Missing Persons,0,NCRB
Mau,2021,Missing Persons,65,NCRB
Meerut,2021,Missing Persons,219,NCRB
Mirzapur,2021,Missing Persons,122,NCRB
Moradabad,2021,Missing Persons,531,NCRB
Muzaffarnagar,2021,Missing Persons,0,NCRB
Pilibhit,2021,Missing Persons,127,NCRB
Pratapgarh,2021,Missing Persons,57,NCRB
Raibareilly,2021,Missing Persons,88,NCRB
Rampur,2021,Missing Persons,3,NCRB
Saharanpur,2021,Missing Persons,155,NCRB
Sambhal,2021,Missing Persons,31,NCRB
Sant Kabirnagar,2021,Missing Persons,93,NCRB
Shahjahanpur,2021,Missing Persons,181,NCRB
Shamli,2021,Missing Persons,91,NCRB
Shrawasti,2021,Missing Persons,19,NCRB
Sidharthnagar,2021,Missing Persons,130,NCRB
Sitapur,2021,Missing Persons,764,NCRB
Sonbhadra,2021,Missing Persons,137,NCRB
Bhadohi,2021,Missing Persons,79,NCRB
Sultanpur,2021,Missing Persons,52,NCRB
Unnao,2021,Missing Persons,156,NCRB
Varanasi Commissionarate,2021,Missing Persons,312,NCRB
Lucknow Grameen,2021,Missing Persons,46,NCRB
Kanpur Outer,2021,Missing Persons,67,NCRB
Vasanasi Dehat,2021,Missing Persons,22,NCRB
Agra,2022,IPC Crimes,11515,NCRB
Aligarh,2022,IPC Crimes,11197,NCRB
Prayagraj,2022,IPC Crimes,13699,NCRB
Ambedkar Nagar,2022,IPC Crimes,3654,NCRB
Amethi,2022,IPC Crimes,3258,NCRB
Auraiya,2022,IPC Crimes,3330,NCRB
Azamgarh,2022,IPC Crimes,7846,NCRB
Badaun,2022,IPC Crimes,5856,NCRB
Baghpat,2022,IPC Crimes,3792,NCRB
Bahraich,2022,IPC Crimes,8050,NCRB
Ballia,2022,IPC Crimes,4075,NCRB
Balrampur,2022,IPC Crimes,2232,NCRB
Banda,2022,IPC Crimes,4326,NCRB
Barabanki,2022,IPC Crimes,7563,NCRB
Bareilly,2022,IPC Crimes,9913,NCRB
Basti,2022,IPC Crimes,4292,NCRB
Bijnor,2022,IPC Crimes,4685,NCRB
Bulandshahar,2022,IPC Crimes,7796,NCRB
Chandoli,2022,IPC Crimes,2087,NCRB
Chitrakoot,2022,IPC Crimes,1180,NCRB
Deoria,2022,IPC Crimes,3628,NCRB
Etah,2022,IPC Crimes,4437,NCRB
Etawah,2022,IPC Crimes,3203,NCRB
Ayodhya,2022,IPC Crimes,4801,NCRB
Fatehgarh,2022,IPC Crimes,3306,NCRB
Fatehpur,2022,IPC Crimes,3801,NCRB
Firozabad,2022,IPC Crimes,8585,NCRB
Gautambudh Nagar,2022,IPC Crimes,8230,NCRB
Ghaziabad,2022,IPC Crimes,14704,NCRB
Ghazipur,2022,IPC Crimes,4779,NCRB
Gonda,2022,IPC Crimes,4943,NCRB
Gorakhpur,2022,IPC Crimes,12042,NCRB
Hamirpur,2022,IPC Crimes,2718,NCRB
Hapur,2022,IPC Crimes,3720,NCRB
Hardoi,2022,IPC Crimes,7382,NCRB
Hathras,2022,IPC Crimes,3086,NCRB
Jalaun,2022,IPC Crimes,1891,NCRB
Jaunpur,2022,IPC Crimes,5706,NCRB
Jhansi,2022,IPC Crimes,4172,NCRB
Kannauj,2022,IPC Crimes,3048,NCRB
Kanpur Dehat,2022,IPC Crimes,3668,NCRB
Kanpur Commissionarate,2022,IPC Crimes,11721,NCRB
Kasganj,2022,IPC Crimes,2925,NCRB
Kaushambi,2022,IPC Crimes,2800,NCRB
Khiri,2022,IPC Crimes,9100,NCRB
Kushi Nagar,2022,IPC Crimes,5623,NCRB
Lalitpur,2022,IPC Crimes,1752,NCRB
Lucknow Commissionarate,2022,IPC Crimes,15115,NCRB
Maharajganj,2022,IPC Crimes,3050,NCRB
Mahoba,2022,IPC Crimes,1269,NCRB
Mainpuri,2022,IPC Crimes,3644,NCRB
Mathura,2022,IPC Crimes,9001,NCRB
Mau,2022,IPC Crimes,3699,NCRB
Meerut,2022,IPC Crimes,9628,NCRB
Mirzapur,2022,IPC Crimes,2062,NCRB
Moradabad,2022,IPC Crimes,4757,NCRB
Muzaffarnagar,2022,IPC Crimes,4970,NCRB
Pilibhit,2022,IPC Crimes,4277,NCRB
Pratapgarh,2022,IPC Crimes,8773,NCRB
Raibareilly,2022,IPC Crimes,6330,NCRB
Rampur,2022,IPC Crimes,2815,NCRB
Saharanpur,2022,IPC Crimes,4468,NCRB
Sambhal,2022,IPC Crimes,3679,NCRB
Sant Kabirnagar,2022,IPC Crimes,2592,NCRB
Shahjahanpur,2022,IPC Crimes,4766,NCRB
Shamli,2022,IPC Crimes,2152,NCRB
Shrawasti,2022,IPC Crimes,1884,NCRB
Sidharthnagar,2022,IPC Crimes,2601,NCRB
Sitapur,2022,IPC Crimes,5992,NCRB
Sonbhadra,2022,IPC Crimes,2083,NCRB
Bhadohi,2022,IPC Crimes,1370,NCRB
Sultanpur,2022,IPC Crimes,6174,NCRB
Unnao,2022,IPC Crimes,5203,NCRB
Varanasi Commissionarate,2022,IPC Crimes,8052,NCRB
Lucknow Grameen,2022,IPC Crimes,0,NCRB
Kanpur Outer,2022,IPC Crimes,0,NCRB
Vasanasi Dehat,2022,IPC Crimes,0,NCRB
Agra,2022,SLL Crimes,2595,NCRB
Aligarh,2022,SLL Crimes,8789,NCRB
Prayagraj,2022,SLL Crimes,13519,NCRB
Ambedkar Nagar,2022,SLL Crimes,4224,NCRB
Amethi,2022,SLL Crimes,1670,NCRB
Auraiya,2022,SLL Crimes,1629,NCRB
Azamgarh,2022,SLL Crimes,2565,NCRB
Badaun,2022,SLL Crimes,7440,NCRB
Baghpat,2022,SLL Crimes,1488,NCRB
Bahraich,2022,SLL Crimes,3265,NCRB
Ballia,2022,SLL Crimes,3131,NCRB
Balrampur,2022,SLL Crimes,2234,NCRB
Banda,2022,SLL Crimes,1546,NCRB
Barabanki,2022,SLL Crimes,8120,NCRB
Bareilly,2022,SLL Crimes,11041,NCRB
Basti,2022,SLL Crimes,3993,NCRB
Bijnor,2022,SLL Crimes,10186,NCRB
Bulandshahar,2022,SLL Crimes,5253,NCRB
Chandoli,2022,SLL Crimes,3123,NCRB
Chitrakoot,2022,SLL Crimes,2436,NCRB
Deoria,2022,SLL Crimes,4238,NCRB
Etah,2022,SLL Crimes,5640,NCRB
Etawah,2022,SLL Crimes,4828,NCRB
Ayodhya,2022,SLL Crimes,3780,NCRB
Fatehgarh,2022,SLL Crimes,4864,NCRB
